Product, Customer Name, Rating, Heading, Comment 
Product, Customer Name, Rating, Heading, Comment 
Product, Customer Name, Rating, Heading, Comment 
Product, Customer Name, Rating, Heading, Comment 
Product, Customer Name, Rating, Heading, Comment 
Product, Customer Name, Rating, Heading, Comment 
Product, Customer Name, Rating, Heading, Comment 
Product, Customer Name, Rating, Heading, Comment 
Product, Customer Name, Rating, Heading, Comment 
Product, Customer Name, Rating, Heading, Comment 
Product, Customer Name, Rating, Heading, Comment 
Product, Customer Name, Rating, Heading, Comment 
Product, Customer Name, Rating, Heading, Comment 
Product, Customer Name, Rating, Heading, Comment 
Product, Customer Name, Rating, Heading, Comment 
Product, Customer Name, Rating, Heading, Comment 
Product, Customer Name, Rating, Heading, Comment 
Product, Customer Name, Rating, Heading, Comment 
Product, Customer Name, Rating, Heading, Comment 
Product, Customer Name, Rating, Heading, Comment 
Product, Customer Name, Rating, Heading, Comment 
Product, Customer Name, Rating, Heading, Comment 
Product, Customer Name, Rating, Heading, Comment 
Product, Customer Name, Rating, Heading, Comment 
tv,₹28,999,5,Mind-blowing purchase,Excellent smart tv  you must buy it picture is superb sound quality also very nice purchased it with additional 3 year warranty
tv,₹28,999,5,Highly recommended,Amazing tv by Xiaomi (MI),1. The Clarity of the display is so crisp and clear,2. The sound is so good and clear3. No lag or delay while using TV4. Great connectivity to wifi and Bluetooth5. The Bluetooth remote is so good that i can play it by sitting at next room .....Overall a great buy from Flipkart
tv,₹28,999,5,Classy product,It is a very good TV, and the quality is also very good, it is a good performing TV for a middle class people in a low price.  I would like to say that this TV is very good compared to all, and can fulfill your wish of getting a TV at a low price.
tv,₹28,999,4,Worth the money,Received the product in good condition. Writing review after one hour of usage.Picture quality is perfect and sound is too good. Connectivity is fast enough. Overall worth for the price. Sound is perfect for medium sized hall and we should have HD pack for best viewing experience. It's good if product comes with wall mount as optional to choose with minimal additional charge and installation should be done at free of cost.
tv,₹28,999,5,Awesome,Very nice TV in this price,  Tv screen quality super clear and detail view, But Internal storage required more usable storage is only 4 GB, Overall performance and Design is to Good, Installation in same Day thanks flipkart for very nice service, Installation person is very good and technical strong, MI service is to good. Thank you Flipkart
tv,₹28,999,1,Don't waste your money,The buy back order in Kochi office is a cheating. I had a 32 inch Panasonic TV in working condition. But the team from Kochi office do not accepted it. The buy back items handled and controlled in Kochi office by  some merchants of a particular sect. They will accept it only if the buy back item is as good as brand new. The senior officials of Flipkart should look in to this underhand dealing between Flipkart Kochi office staff and scrap dealers.  Flipkart shall protect the interests of custo...
tv,₹28,999,3,Good,THE 3 YEAR COMPLETE PROTECTION PLAN IS A SCAM!!!! I REPEAT.. ITS A SCAM..The TV is nice, but better go for Mi extended warranty.JEEVES POLICY IS A SCAM!! LOOK IT UP IF YOU DON'T TRUST ME.
tv,₹28,999,5,Excellent,Excellent TV at this price point.. Amazing picture quality and sound quality with MI soundbar.Delivery and Installation was done was before scheduled date..I am very happy with the TV and Flipkart service.
tv,₹28,999,5,Just wow!,Every thing is good with this product. And the delivery of this product is very good and the delivery boy were also polite ❤️
tv,₹28,999,4,Very Good,Led is very nice, sound quality can do much batter like 40 watts speaker with woofer if it has to be done so enjoy much more
